title,ingredients,instructions,cook_time,servings,source,url
Osso Buco alla Milanese,4 meaty shanks Veal | ½ cup Flour | 2 tablespoons  Olive Oil | 3 tablespoons Butter | 1 medium chopped into ½-inch pieces Onion | 1 chopped into ½-inch pieces Carrots | 1 chopped into ½-inch pieces Celery | 1 bulb chopped into ½-inch pieces Fennel | 3 cloves Garlic | 2 strips Orange Zest | 1 ½ teaspoons Marjoram | 1 Bay Leaf | 1 cup Dry White Wine | ½ cup  Chicken Stock | 1 cup chopped with juice Tomatoes | 2 tablespoons chopped Parsley | 1 teaspoon minced Garlic | 1 teaspoon grated  Lemon Zest,"Heat the oven to 300 degrees.
Dredging the shanks: pour the flour into a shallow dish (a pie plate works nicely). Season the veal shanks on all sides with salt and pepper. One at a time, roll the shanks around in the flour coat, and shake and pat the shank to remove any excuses flour. Discard the remaining flour.
Browning the shanks: put the oil and 1 tablespoon of the butter in a wide Dutch oven or heavy braising pot (6 to 7 quart) and heat over medium-high heat. When the butter has melted and the oil is shimmering, lower the shanks into the pot, flat side down; if the shanks won’t fit without touching one another, do this in batches. Brown the shanks, turning once with tongs, until both flat sides are well caramelized, about 5 minutes per side. If the butter-oil mixture starts to burn, lower the heat just a bit. Transfer the shanks to a large platter or tray and set aside.
The aromatics: pour off and discard the fat from the pot. Wipe out any burnt bits with a damp paper towel, being careful not to remove any delicious little caramelized bits. Ad the remaining 2 tablespoons butter to the pot and melt it over medium heat. When the butter has stopped foaming, add the onion, carrot, celery, and fennel. Season with salt and pepper, stir, and cook the vegetables until they begin to soften but do not brown, about 6 minutes. Stir in the garlic, orange zest, marjoram, and bay leaf, and stew for another minute or two.
The braising liquid: add the wine, increase the heat to high, and bring to a boil. Boil, stirring occasionally, to reduce the wine by about half, 5 minutes. Add the stock and tomatoes, with their juice, and boil again to reduce the liquid to about 1 cup total, about 10 minutes.
The braise: Place the shanks in the pot so that they are sitting with the exposed bone facing up, and pour over any juices that accumulated as they sat. Cover with parchment paper, pressing down so the parchment nearly touches the veal and the edges hang over the sides of the pot by about an inch. Cover tightly with the lid, and slide into the lower part of the oven to braise at a gentle simmer. Check the pot after the first 15 minutes, and if the liquid is simmering too aggressively, lower the oven heat by 10 or 15 degrees. Continue braising, turning the shanks and spooning some pan juices over the top after the first 40 minutes, until the meat is completely tender and pulling away from the bone, about 2 hours.
The gremolata: While the shanks are braising, stir together the garlic, parsley, and lemon zest in a small bowl. Cover with plastic wrap and set aside in a cool place (or the refrigerator, if your kitchen is very warm.)
The finish: When the veal is fork-tender and falling away from the bone, remove the lid and sprinkle over half of the gremolata. Return the veal to the oven, uncovered, for another 15 minutes to caramelize it some.
Using a slotted spatula or spoon, carefully lift the shanks from the braising liquid, doing your best to keep them intact. The shanks will be very tender and threatening to fall into pieces, and the marrow will be wobbly inside the bones, so this can be a bit tricky. But if they do break apart, don’t worry, the flavor won’t suffer at all. Arrange the shanks on a serving platter or other large plate, without stacking, and cover with foil to keep warm.
Finishing the sauce: Set the braising pot on top of the stove and evaluate the sauce: if there is a visible layer of fat floating on the surface, use a large spoon to skim it off and discard it. Taste the sauce for concentration of flavor. If it tastes a bit weak or flat, bring it to a boil over high heat, and boil to reduce the volume and intensify the flavor for 5 to 10 minutes. Taste again for salt and pepper. If the sauce wants more zip, stir in a teaspoon or two of the remaining gremolata.
Portioning the veal shanks: if the shanks are reasonably sized, serve one per person. If the shanks are gargantuan or you’re dealing with modest appetites, pull apart the larger shanks, separating them at their natural seams, and serve smaller amounts. Be sure to give the marrow bones to whomever prizes them most.
Serving: Arrange the veal shanks on warm dinner plates accompanied by the risotto, if serving. Just before carrying the plates to the table, sprinkle on the remaining gremolata and then spoon over a generous amount of sauce – the contact with the hot liquid will aromatize the gremolata and perk up everyone’s appetite with the whiff of garlic and lemon.",,,TheMealDB,https://www.themealdb.com/images/media/meals/wwuqvt1487345467.jpg
Chilli prawn linguine,280g Linguine Pasta | 200g Sugar Snap Peas | 2 tblsp  Olive Oil | 2 cloves chopped Garlic Clove | 1 large Red Chilli | 24 Skinned King Prawns | 12 Cherry Tomatoes | Handful Basil Leaves | Leaves Lettuce | to serve Bread | 2 tbsp Fromage Frais | Grated Zest of 2 Lime | 2 tsp Caster Sugar,"Mix the dressing ingredients in a small bowl and season with salt and pepper. Set aside.

Cook the pasta according to the packet instructions. Add the sugar snap peas for the last minute or so of cooking time.

Meanwhile, heat the oil in a wok or large frying pan, toss in the garlic and chilli and cook over a fairly gentle heat for about 30 seconds without letting the garlic brown. Tip in the prawns and cook over a high heat, stirring frequently, for about 3 minutes until they turn pink.

Add the tomatoes and cook, stirring occasionally, for 3 minutes until they just start to soften. Drain the pasta and sugar snaps well, then toss into the prawn mixture. Tear in the basil leaves, stir, and season with salt and pepper.

Serve with salad leaves drizzled with the lime dressing, and warm crusty bread.",,,TheMealDB,https://www.themealdb.com/images/media/meals/usywpp1511189717.jpg
Fettuccine Alfredo,1 lb Fettuccine | 1/2 cup  Heavy Cream | 1/2 cup  Butter | 1/2 cup  Parmesan | 2 tbsp Parsley | Black Pepper,"Cook pasta according to package instructions in a large pot of boiling water and salt. Add heavy cream and butter to a large skillet over medium heat until the cream bubbles and the butter melts. Whisk in parmesan and add seasoning (salt and black pepper). Let the sauce thicken slightly and then add the pasta and toss until coated in sauce. Garnish with parsley, and it's ready.",,,TheMealDB,https://www.themealdb.com/images/media/meals/0jv5gx1661040802.jpg
Fettucine alfredo,227g Clotted Cream | 25g Butter | 1 tsp  Corn Flour | 100g  Parmesan Cheese | Grated Nutmeg | 250g Fettuccine | Chopped Parsley,"In a medium saucepan, stir the clotted cream, butter and cornflour over a low-ish heat and bring to a low simmer. Turn off the heat and keep warm.
Meanwhile, put the cheese and nutmeg in a small bowl and add a good grinding of black pepper, then stir everything together (don’t add any salt at this stage).
Put the pasta in another pan with 2 tsp salt, pour over some boiling water and cook following pack instructions (usually 3-4 mins). When cooked, scoop some of the cooking water into a heatproof jug or mug and drain the pasta, but not too thoroughly.
Add the pasta to the pan with the clotted cream mixture, then sprinkle over the cheese and gently fold everything together over a low heat using a rubber spatula. When combined, splash in 3 tbsp of the cooking water. At first, the pasta will look wet and sloppy: keep stirring until the water is absorbed and the sauce is glossy. Check the seasoning before transferring to heated bowls. Sprinkle over some chives or parsley, then serve immediately.",,,TheMealDB,https://www.themealdb.com/images/media/meals/uquqtu1511178042.jpg
Grilled Mac and Cheese Sandwich,8 ounces (230 grams) Macaroni | 1/3 cup Plain Flour | 3/4 teaspoon Mustard Powder | 1/2 teaspoon Garlic powder | 1/2 teaspoon Kosher salt | 1/2 teaspoon Black pepper | 1/8 teaspoon Cayenne pepper | 6 tablespoons (85 grams) Butter | 1 1/2 cups (360 milliliters) Whole Milk | 1 cup (240 milliliters) Heavy Cream | 1 pound (455 grams)  Monterey Jack Cheese | 4 tablespoons (55 grams) Butter | 1 teaspoon garlic powder | 16 slices square Bread | 8 slices mild Cheddar Cheese | 8 slices Colby Jack Cheese | 4 tablespoons (55 grams) Butter,"Make the mac and cheese

1. Bring a medium saucepan of generously salted water (you want it to taste like seawater) to a boil. Add the pasta and cook, stirring occasionally, until al dente, 8 to 10 minutes, or according to the package directions. The pasta should be tender but still chewy.
2. While the pasta is cooking, in a small bowl, whisk together the flour, mustard powder, garlic powder, salt, black pepper, and cayenne pepper.
3. Drain the pasta in a colander. Place the empty pasta pan (no need to wash it) over low heat and add the butter. When the butter has melted, whisk in the flour mixture and continue to cook, whisking frequently, until the mixture is beginning to brown and has a pleasant, nutty aroma, about 1 minute. Watch carefully so it does not scorch on the bottom of the pan.
4. Slowly whisk the milk and cream into the flour mixture until everything is really well combined. Cook, whisking constantly, until the sauce is heated through and just begins to thicken, about 2 minutes. Remove from the heat. Gradually add the cheese while stirring constantly with a wooden spoon or silicone spatula and keep stirring until the cheese has melted into the sauce. Then stir in the drained cooked pasta.
5. Line a 9-by-13-inch (23-by-33-centimeter) rimmed baking sheet with parchment paper or aluminum foil. Coat the paper or foil with nonstick cooking spray or slick it with butter. Pour the warm mac and cheese onto the prepared baking sheet and spread it evenly with a spatula. Coat another piece of parchment paper with cooking spray or butter and place it, oiled or buttered side down, directly on the surface of the mac and cheese. Refrigerate until cool and firm, about 1 hour.

Make the grilled cheese
6. Heat a large cast-iron or nonstick skillet over medium-low heat.
7. In a small bowl, stir together the 4 tablespoons (55 grams) butter and garlic powder until well blended.
8. Remove the mac and cheese from the refrigerator and peel off the top layer of parchment paper. Carefully cut into 8 equal pieces. Each piece will make 1 grilled mac and cheese sandwich. (You can stash each individual portion in a double layer of resealable plastic bags and refrigerate for up to 3 days or freeze it for up to 1 month.)
9. Spread 3/4 teaspoon garlic butter on one side of each bread slice. Place half of the slices, buttered-side down, on a clean cutting board. Top each with one slice of Cheddar, then 1 piece of the mac and cheese. (Transfer from the baking sheet by scooting your hand or a spatula under each piece of mac and cheese and then flipping it over onto a sandwich.) Place 1 slice of Jack on top of each. Finish with the remaining bread slices, buttered-side up.
10. Using a wide spatula, place as many sandwiches in the pan as will fit without crowding it. Cover and cook until the bottoms are nicely browned, about 4 minutes. Turn and cook until the second sides are browned, the cheese is melted, and the mac and cheese is heated through, about 4 minutes more.
11. Repeat with the remaining ingredients. Cut the sandwiches in half, if desired, and serve.",,,TheMealDB,https://www.themealdb.com/images/media/meals/xutquv1505330523.jpg
Lasagna Sandwiches,1/4 cup Sour Cream | 2 tbs Chopped Onion | 1/2 tbs Dried Oregano | 1/4 tsp Salt | 8 slices Bread | 8 slices Bacon | 8 slices Tomato | 4 slices Mozzarella | 2 1/2 Tbs Butter,"1. In a small bowl, combine the first four ingredients; spread on four slices of bread. Layer with bacon, tomato and cheese; top with remaining bread.

2. In a large skillet or griddle, melt 2 tablespoons butter. Toast sandwiches until lightly browned on both sides and cheese is melted, adding butter if necessary.

Nutrition Facts
1 sandwich: 445 calories, 24g fat (12g saturated fat), 66mg cholesterol, 1094mg sodium, 35g carbohydrate (3g sugars, 2g fiber), 21g protein.",,,TheMealDB,https://www.themealdb.com/images/media/meals/xr0n4r1576788363.jpg
Lasagne,1 tblsp  Olive Oil | 2 Bacon | 1 finely chopped  Onion | 1 Stick Celery | 1 medium Carrots | 2 cloves chopped Garlic | 500g Minced Beef | 1 tbls Tomato Puree | 800g Chopped Tomatoes | 1 tblsp  Honey | 500g Lasagne Sheets | 400ml Creme Fraiche | 125g Mozzarella Balls | 50g Parmesan Cheese | Topping Basil Leaves,"Heat the oil in a large saucepan. Use kitchen scissors to snip the bacon into small pieces, or use a sharp knife to chop it on a chopping board. Add the bacon to the pan and cook for just a few mins until starting to turn golden. Add the onion, celery and carrot, and cook over a medium heat for 5 mins, stirring occasionally, until softened.
Add the garlic and cook for 1 min, then tip in the mince and cook, stirring and breaking it up with a wooden spoon, for about 6 mins until browned all over.
Stir in the tomato purée and cook for 1 min, mixing in well with the beef and vegetables. Tip in the chopped tomatoes. Fill each can half full with water to rinse out any tomatoes left in the can, and add to the pan. Add the honey and season to taste. Simmer for 20 mins.
Heat oven to 200C/180C fan/gas 6. To assemble the lasagne, ladle a little of the ragu sauce into the bottom of the roasting tin or casserole dish, spreading the sauce all over the base. Place 2 sheets of lasagne on top of the sauce overlapping to make it fit, then repeat with more sauce and another layer of pasta. Repeat with a further 2 layers of sauce and pasta, finishing with a layer of pasta.
Put the crème fraîche in a bowl and mix with 2 tbsp water to loosen it and make a smooth pourable sauce. Pour this over the top of the pasta, then top with the mozzarella. Sprinkle Parmesan over the top and bake for 25–30 mins until golden and bubbling. Serve scattered with basil, if you like.",,,TheMealDB,https://www.themealdb.com/images/media/meals/wtsvxx1511296896.jpg
Pilchard puttanesca,300g Spaghetti | 1 tbls Olive Oil | 1 finely chopped  Onion | 2 cloves minced Garlic | 1 Red Chilli | 1 tbls Tomato Puree | 425g Pilchards | 70g Black Olives | Shaved Parmesan,"Cook the pasta following pack instructions. Heat the oil in a non-stick frying pan and cook the onion, garlic and chilli for 3-4 mins to soften. Stir in the tomato purée and cook for 1 min, then add the pilchards with their sauce. Cook, breaking up the fish with a wooden spoon, then add the olives and continue to cook for a few more mins.

Drain the pasta and add to the pan with 2-3 tbsp of the cooking water. Toss everything together well, then divide between plates and serve, scattered with Parmesan.",,,TheMealDB,https://www.themealdb.com/images/media/meals/vvtvtr1511180578.jpg
Spaghetti alla Carbonara,320g Spaghetti | 6 Egg Yolks | As required Salt | 150g Bacon | 50g Pecorino | As required Black Pepper,"STEP 1
Put a large saucepan of water on to boil.

STEP 2
Finely chop the 100g pancetta, having first removed any rind. Finely grate 50g pecorino cheese and 50g parmesan and mix them together.

STEP 3
Beat the 3 large eggs in a medium bowl and season with a little freshly grated black pepper. Set everything aside.

STEP 4
Add 1 tsp salt to the boiling water, add 350g spaghetti and when the water comes back to the boil, cook at a constant simmer, covered, for 10 minutes or until al dente (just cooked).

STEP 5
Squash 2 peeled plump garlic cloves with the blade of a knife, just to bruise it.

STEP 6
While the spaghetti is cooking, fry the pancetta with the garlic. Drop 50g unsalted butter into a large frying pan or wok and, as soon as the butter has melted, tip in the pancetta and garlic.

STEP 7
Leave to cook on a medium heat for about 5 minutes, stirring often, until the pancetta is golden and crisp. The garlic has now imparted its flavour, so take it out with a slotted spoon and discard.

STEP 8
Keep the heat under the pancetta on low. When the pasta is ready, lift it from the water with a pasta fork or tongs and put it in the frying pan with the pancetta. Don’t worry if a little water drops in the pan as well (you want this to happen) and don’t throw the pasta water away yet.

STEP 9
Mix most of the cheese in with the eggs, keeping a small handful back for sprinkling over later.

STEP 10
Take the pan of spaghetti and pancetta off the heat. Now quickly pour in the eggs and cheese. Using the tongs or a long fork, lift up the spaghetti so it mixes easily with the egg mixture, which thickens but doesn’t scramble, and everything is coated.

STEP 11
Add extra pasta cooking water to keep it saucy (several tablespoons should do it). You don’t want it wet, just moist. Season with a little salt, if needed.

STEP 12
Use a long-pronged fork to twist the pasta on to the serving plate or bowl. Serve immediately with a little sprinkling of the remaining cheese and a grating of black pepper. If the dish does get a little dry before serving, splash in some more hot pasta water and the glossy sauciness will be revived.",,,TheMealDB,https://www.themealdb.com/images/media/meals/llcbn01574260722.jpg
Syrian Spaghetti,16 ounces Spaghetti | 8 ounces Tomato Sauce | 6 oz  Tomato Puree | 1 teaspoon Cinnamon | 1/4 cup Vegetable Oil | Dash Salt | Dash Pepper,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.

Bring a large pot of lightly salted water to a boil. Add spaghetti and cook for 8 to 10 minutes or until al dente; drain and stir in tomato sauce, tomato paste, cinnamon, oil, salt and pepper. Transfer to prepared dish.

Bake in preheated oven for 1 hour, or until top is crunchy.",,,TheMealDB,https://www.themealdb.com/images/media/meals/5fu4ew1760524857.jpg
Venetian Duck Ragu,1 tbls Olive Oil | 4 Duck Legs | 2 finely chopped Onions | 2 cloves minced Garlic | 2 tsp ground Cinnamon | 2 tsp Plain Flour | 250ml Red Wine | 800g Chopped Tomatoes | 1 Chicken Stock Cube | 3 sprigs Rosemary | 2 Bay Leaves | 1 tsp  Sugar | 2 tbs Milk | 600g Paccheri Pasta | Grated Parmesan Cheese,"Heat the oil in a large pan. Add the duck legs and brown on all sides for about 10 mins. Remove to a plate and set aside. Add the onions to the pan and cook for 5 mins until softened. Add the garlic and cook for a further 1 min, then stir in the cinnamon and flour and cook for a further min. Return the duck to the pan, add the wine, tomatoes, stock, herbs, sugar and seasoning. Bring to a simmer, then lower the heat, cover with a lid and cook for 2 hrs, stirring every now and then.
Carefully lift the duck legs out of the sauce and place on a plate – they will be very tender so try not to lose any of the meat. Pull off and discard the fat, then shred the meat with 2 forks and discard the bones. Add the meat back to the sauce with the milk and simmer, uncovered, for a further 10-15 mins while you cook the pasta.
Cook the pasta following pack instructions, then drain, reserving a cup of the pasta water, and add the pasta to the ragu. Stir to coat all the pasta in the sauce and cook for 1 min more, adding a splash of cooking liquid if it looks dry. Serve with grated Parmesan, if you like.",,,TheMealDB,https://www.themealdb.com/images/media/meals/qvrwpt1511181864.jpg
 Bubble & Squeak,1 tbs Butter | 4 Bacon | 1 finely sliced Onion | 1 chopped Garlic Clove | 20 Brussels Sprouts | 400g Potatoes,"Melt the fat in a non-stick pan, allow it to get nice and hot, then add the bacon. As it begins to brown, add the onion and garlic. Next, add the sliced sprouts or cabbage and let it colour slightly. All this will take 5-6 mins.
Next, add the potato. Work everything together in the pan and push it down so that the mixture covers the base of the pan – allow the mixture to catch slightly on the base of the pan before turning it over and doing the same again. It’s the bits of potato that catch in the pan that define the term ‘bubble and squeak’, so be brave and let the mixture colour. Cut into wedges and serve.",,,TheMealDB,https://www.themealdb.com/images/media/meals/xusqvw1511638311.jpg
Arroz al horno (baked rice),2 tbsp Extra Virgin Olive Oil | 800g Pork belly slices | 150g Black Pudding | 100g  Bacon lardon | 1 chopped Onion | 2 Red Pepper | 1 chopped Plum Tomatoes | 8 Garlic Clove | 4 teaspoons Paprika | 1/2 teaspoon Chilli Flakes | 200g Dried white beans | 1 1/2 L  Chicken Stock | 6 parts  Thyme | 375g Paella Rice | 1 Lemon Juice,"step 1
Heat oven to 200C/180C/gas 6. Heat half the oil in a deep frying or sauté pan (or shallow casserole dish) measuring around 30cm in diameter. Over a high heat, colour the pork belly slices on each side in several batches, then transfer to a bowl. Add the remaining oil to the pan and lower the heat to medium, then add the black pudding and bacon and fry all over for several mins. Remove with a slotted spoon. Fry the onion and peppers for around 10 mins until soft and pale gold, then add the tomato and cook until soft. Add the garlic, smoked paprika and chilli flakes and cook for another 2 mins, then put the pork, black pudding and bacon back in the pan. Add the beans, stock and whichever herb you're using, and bring everything to the boil.

step 2
Sprinkle the rice around the pork belly, pushing it underneath the stock. Let the stock come to the boil again, season well, then transfer to the oven (leave it uncovered). Cook for 20 mins without stirring, then check to see how the rice is doing. The rice should be tender and the stock absorbed. If it’s not ready, put back in the oven for another 5 mins, then check again. Taste for seasoning.

step 3
Squeeze lemon juice over the top and drizzle over some extra virgin olive oil just before serving, if you like.",,,TheMealDB,https://www.themealdb.com/images/media/meals/qt4i0n1763256454.jpg
Barbecue pork buns,85g Sugar | 500g White Bread Mix | 1 tablespoon Sunflower Oil | 12 Bacon | Knob Ginger | 2 cloves chopped Garlic | 2 tablespoons Soy Sauce | 3  tablespoons Clear Honey | 3  tablespoons Tomato Puree | 1 beaten Egg,"step 1
Heat the oven to 200C/fan 180C/gas. Mix the sugar into the bread mix in a large bowl, then add water as instructed on the pack. Bring the dough together with a wooden spoon, then knead on a lightly floured surface for 5 mins until smooth. Put into a large bowl, cover with oiled cling film then leave in a warm place until doubled in size.

step 2
Meanwhile, heat the oil in a pan, then fry the bacon until crisp, about 5 mins. Add the ginger and garlic and fry for 1 min until soft, then tip in the soy, honey and tomato purée and stir well. Can be made up to 3 days ahead.

step 3
Turn out the dough and knead briefly, then pull into 12 even-sized balls. Flatten with your hands, then put a teaspoon-size blob of the filling in the middle. Draw the dough up and pinch it closed like a purse, then turn the bun over and sit it on a large baking sheet. Cover with oiled cling film and leave to rise for about 30 mins until the dough feels pillowy. Brush with egg and bake for 20 mins until golden. Serve warm with dipping sauce. Can be frozen after second rise for up to 1 month or baked up to a day ahead and re-warmed.",,,TheMealDB,https://www.themealdb.com/images/media/meals/tzsy461763769901.jpg
BBQ Pork Sloppy Joes,2 Potatoes | 1 Red Onions | 2 cloves Garlic | 1 Lime | 2 Bread | 1 lb Pork | Barbeque Sauce | Hotsauce | Tomato Ketchup | Sugar | Vegetable Oil | Salt | Pepper,"1

Preheat oven to 450 degrees. Wash and dry all produce. Cut sweet potatoes into ½-inch-thick wedges. Toss on a baking sheet with a drizzle of oil, salt, and pepper. Roast until browned and tender, 20-25 minutes.

2

Meanwhile, halve and peel onion. Slice as thinly as possible until you have ¼ cup (½ cup for 4 servings); finely chop remaining onion. Peel and finely chop garlic. Halve lime; squeeze juice into a small bowl. Halve buns. Add 1 TBSP butter (2 TBSP for 4) to a separate small microwave-safe bowl; microwave until melted, 30 seconds. Brush onto cut sides of buns.

3

To bowl with lime juice, add sliced onion, ¼ tsp sugar (½ tsp for 4 servings), and a pinch of salt. Stir to combine; set aside to quick-pickle.

4

Heat a drizzle of oil in a large pan over medium-high heat. Add chopped onion and season with salt and pepper. Cook, stirring, until softened, 4-5 minutes. Add garlic and cook until fragrant, 30 seconds more. Add pork and season with salt and pepper. Cook, breaking up meat into pieces, until browned and cooked through, 4-6 minutes.

5

While pork cooks, in a third small bowl, combine BBQ sauce, pickling liquid from onion, 3 TBSP ketchup (6 TBSP for 4 servings), ½ tsp sugar (1 tsp for 4), and ¼ cup water (⅓ cup for 4). Once pork is cooked through, add BBQ sauce mixture to pan. Cook, stirring, until sauce is thickened, 2-3 minutes. Taste and season with salt and pepper.

6

Meanwhile, toast buns in oven or toaster oven until golden, 3-5 minutes. Divide toasted buns between plates and fill with as much BBQ pork as you’d like. Top with pickled onion and hot sauce. Serve with sweet potato wedges on the side.",,,TheMealDB,https://www.themealdb.com/images/media/meals/atd5sh1583188467.jpg
Bigos (Hunters Stew),2 sliced Bacon | 1 lb Kielbasa | 1 lb Pork | 1/4 cup Flour | 3 chopped Garlic | 1 Diced Onion | 1 1/2 cup  Mushrooms | 4 cups  Cabbage | 1 Jar Sauerkraut | 1/4 cup Red Wine | 1 Bay Leaf | 1 tsp  Basil | 1 tsp  Marjoram | 1 tbs Paprika | 1/8 teaspoon Caraway Seed | 1 dash Hotsauce | 5 Cups Beef Stock | 2 tbs Tomato Puree | 1 cup  Diced Tomatoes | 1 dash Worcestershire Sauce,"Preheat the oven to 350 degrees F (175 degrees C).

Heat a large pot over medium heat. Add the bacon and kielbasa; cook and stir until the bacon has rendered its fat and sausage is lightly browned. Use a slotted spoon to remove the meat and transfer to a large casserole or Dutch oven.

Coat the cubes of pork lightly with flour and fry them in the bacon drippings over medium-high heat until golden brown. Use a slotted spoon to transfer the pork to the casserole. Add the garlic, onion, carrots, fresh mushrooms, cabbage and sauerkraut. Reduce heat to medium; cook and stir until the carrots are soft, about 10 minutes. Do not let the vegetables brown.

Deglaze the pan by pouring in the red wine and stirring to loosen all of the bits of food and flour that are stuck to the bottom. Season with the bay leaf, basil, marjoram, paprika, salt, pepper, caraway seeds and cayenne pepper; cook for 1 minute.

Mix in the dried mushrooms, hot pepper sauce, Worcestershire sauce, beef stock, tomato paste and tomatoes. Heat through just until boiling. Pour the vegetables and all of the liquid into the casserole dish with the meat. Cover with a lid.

Bake in the preheated oven for 2 1/2 to 3 hours, until meat is very tender.",,,TheMealDB,https://www.themealdb.com/images/media/meals/md8w601593348504.jpg
Boxty Breakfast,4 large Potatoes | 1  bunch Spring Onions | 100g  Plain Flour | 1 Egg White | 150ml Milk | 1 tsp  Bicarbonate Of Soda | 3 tbs Butter | 2 tbs Vegetable Oil | 6 Cherry Tomatoes | 12 Bacon | 6 Egg,"STEP 1
Before you start, put your oven on its lowest setting, ready to keep things warm. Peel the potatoes, grate 2 of them, then set aside. Cut the other 2 into large chunks, then boil for 10-15 mins or until tender. Meanwhile, squeeze as much of the liquid from the grated potatoes as you can using a clean tea towel. Mash the boiled potatoes, then mix with the grated potato, spring onions and flour.

STEP 2
Whisk the egg white in a large bowl until it holds soft peaks. Fold in the buttermilk, then add the bicarbonate of soda. Fold into the potato mix.

STEP 3
Heat a large non-stick frying pan over a medium heat, then add 1 tbsp butter and some of the oil. Drop 3-4 spoonfuls of the potato mixture into the pan, then gently cook for 3-5 mins on each side until golden and crusty. Keep warm on a plate in the oven while you cook the next batch, adding more butter and oil to the pan before you do so. You will get 16 crumpet-size boxty from the mix. Can be made the day ahead, drained on kitchen paper, then reheated in a low oven for 20 mins.

STEP 4
Heat the grill to medium and put the tomatoes in a heavy-based pan. Add a good knob of butter and a little oil, then fry for about 5 mins until softened. Grill the bacon, then pile onto a plate and keep warm. Stack up the boxty, bacon and egg, and serve the tomatoes on the side.",,,TheMealDB,https://www.themealdb.com/images/media/meals/naqyel1608588563.jpg
Bryndzové Halušky,500g Potatoes | 200g Plain Flour | 1 Egg | 1 teaspoon Salt | 250g Bryndza cheese | 200g Bacon | Garnish Chives,"1. Prepare the Dough
Grate the potatoes finely using a hand grater or food processor. Place the grated potatoes in a bowl and mix them with flour, egg, and salt until a sticky dough forms. The consistency should be thick but pliable.

2. Cook the Dumplings
Bring a large pot of salted water to a boil. Using a halušky maker (similar to a spaetzle maker), press the dough directly into the boiling water. If you don’t have one, use a tilted cutting board and a knife to scrape small pieces of dough into the water.

Let the dumplings cook until they float to the surface, usually within 2-3 minutes. Scoop them out with a slotted spoon and set aside in a large bowl.

3. Prepare the Toppings
Chop the bacon into small pieces and fry in a skillet over medium heat until crispy. If using a bryndza substitute, mix crumbled feta with a dollop of sour cream to mimic the tangy flavour of traditional Slovak sheep cheese.

4. Assemble the Dish
Toss the cooked dumplings with the bryndza cheese (or substitute) until they’re well-coated and creamy. Top with the crispy bacon and its drippings. Garnish with chopped chives or parsley for an extra touch of colour and flavour.",,,TheMealDB,https://www.themealdb.com/images/media/meals/g33c901763365484.jpg
Cassava pizza,6 cut thick slices Casabe | 450g Tomato Sauce | 225g Chorizo | 225g Turkey Ham | 75g Sweetcorn | 40g Green Olives | 55g Paprika | 50g Mozzarella,"Preheat the oven to 200ºC.
Cut the bacon or chorizo into medium pieces and the paprika into strips.
Spread a little tomato sauce and mozzarella cheese on each portion of cassava.
Add the bacon or chorizo, corn, turkey ham, some olives and paprika.
Bake for 7 to 10 minutes.
Remove from the oven and enjoy.",,,TheMealDB,https://www.themealdb.com/images/media/meals/lrfdwz1764438393.jpg
"Chickpea, chorizo & spinach stew",4 tablespoons Extra Virgin Olive Oil | 1 chopped Onion | 1 Diced Carrots | 1 Diced Celery | 3 Thyme | 2 Bay Leaves | 2 cloves chopped Garlic | 200g Chorizo | 1/4 tsp Cinnamon | 1 teaspoon Paprika | 800g Chickpeas | 2 tblsp  Sherry vinegar | 400g Spinach,"step 1
Heat the oil in a large pan, then gently fry the onion for 3-4 mins until it begins to soften. Stir in the carrot, celery, thyme and bay leaves. Season, then cook for 2-3 mins, stirring occasionally. Add the garlic, chorizo, cinnamon and smoked paprika. Gently fry until the vegetables soften and the chorizo starts to release its oils and crisp up.

step 2
Stir in the chickpeas, vinegar and 150ml water, then bring to a simmer for 1-2 mins until the chickpeas have heated up. Add the spinach, then stir through the chickpeas until it wilts a little. Remove from the heat, season to taste, then serve warm with crusty bread.",,,TheMealDB,https://www.themealdb.com/images/media/meals/xvnx8j1763287209.jpg
Choripán,4 Chorizo | 4 Crusty Bread | Drizzle Chimichurri sauce,"Grill the Chorizos: Cook the chorizos on a grill or pan until fully cooked, about 10-15 minutes.
Prepare the Rolls: Slice the rolls and toast them lightly on the grill or in a pan.
Assemble: Slice each chorizo lengthwise and place in a roll. Top with a generous amount of chimichurri sauce.
Serve: Enjoy immediately while hot.
Pro Tips:

Grill the chorizo slowly on medium heat to prevent the skin from bursting and to ensure it cooks evenly throughout.
Toast the bread on the grill to absorb some of the chorizo's flavors.",,,TheMealDB,https://www.themealdb.com/images/media/meals/5i25sg1763075353.jpg
