title,ingredients,instructions,url
Easy Tuna Nicoise,Sunflower Oil; Tuna; Red Onions; Eggs; Red Wine Vinegar; Potatoes; Capers; Olive Oil; Spinach,"Heat oven to 200C/fan 180C/gas 6.
 Toss the potatoes with 2 tsp oil and some seasoning.
 Tip onto a large baking tray, then roast for 20 mins, stirring halfway, until crisp, golden and cooked through.

Meanwhile, put eggs in a small pan of water, bring to the boil, then simmer for 8-10 mins, depending on how you like them cooked.
 Plunge into a bowl of cold water to cool for a few mins.
 Peel away the shells, then cut into halves.

In a large salad bowl, whisk together the remaining oil, red wine vinegar, capers and chopped tomatoes.
 Season, tip in the onion, spinach, tuna and potatoes, then gently toss together.
 Top with the eggs, then serve straight away.
",https://www.bbcgoodfood.com/recipes/9529/winter-tuna-nioise
Easy Matambre a la Pizza,Tomato Sauce; Pepper; Mozzarella; Green Olives; Salt; Beef Flank Steak; Oregano,"Prepare the Steak: Season the steak with salt and pepper. Grill one side until half-cooked.
Add Toppings: Spread tomato sauce over the cooked side, then add cheese, oregano, and olives.
Finish Grilling: Grill until the cheese is melted and bubbly.
Serve: Slice and serve hot.
Pro Tips:

Tenderize the matambre by scoring it lightly on both sides. This helps it cook more evenly and absorb the flavors.
Precook the matambre on the grill before adding the toppings to ensure it's fully cooked without burning the cheese.",https://www.munchery.com/blog/the-ten-iconic-dishes-of-argentina-and-how-to-cook-them-at-home/
Pear Tarte Tatin Recipe,Brandy; Caster Sugar; Cinnamon; Puff Pastry; Star Anise; Pears; Butter; Cardamom,"Core the pears, then peel as neatly as possible and halve.
 If you like, they can be prepared up to a day ahead and kept in the fridge, uncovered, so that they dry out.

Tip the sugar, butter, star anise, cardamom and cinnamon into an ovenproof frying pan, about 20cm wide, and place over a high heat until bubbling.
 Shake the pan and stir the buttery sauce until it separates and the sugar caramelises to a toffee colour.

Lay the pears in the pan, then cook in the sauce for 10-12 mins, tossing occasionally, until completely caramelised.
 Don’t worry about them burning – they won’t – but you want to caramelise them as much as possible.
 Splash in the brandy and let it flambé, then set the pears aside.

Heat oven to 200C/fan 180C/gas 6.
 Roll the pastry out to the thickness of a £1 coin.
 Using a plate slightly larger than the top of the pan, cut out a circle, then press the edges of the circle of pastry to thin them out.

When the pears have cooled slightly, arrange them in the pan, cut side up, in a floral shape, with the pears around the edge pointing inwards.
 Rest the cinnamon stick on the top in the centre, with the cardamom pods scattered around.

Drape the pastry over the pears, then tuck the edges down the pan sides and under the fruit (see Gordon’s guide).
 Pierce the pastry a few times, then bake for 15 mins.
 If a lot of juice bubbles up the side of the pan, pour it off at this stage (see guide).
 Reduce oven to 180C/fan 160C/gas 4 and bake for 15 mins more until the pastry is golden.
 Leave the tart to stand for 10 mins, then invert it carefully onto a serving dish.
",https://www.bbcgoodfood.com/recipes/4778/pear-tarte-tatin
Shakshuka Feta Cheese,Tomato Sauce; Salt; Olive Oil; Feta; Shallots; Egg; Ground Cumin; Garlic; Black Pepper; Spinach; Celery; Red Pepper,"1
In a pan heat the oil medium to high heat, with a tablespoon of olive oil
2
Add the chopped vegetables as onions, garlic, celery and red pepper. Stir all together for 5 mins.
3
Add the cumin powder and salt and pepper and the tomato sauce and let it cook for another 7 mins.
4
Add the eggs, cover and leave to coo for 8 mins. Add the fresh spinach and feta cheese at the end.
5
Serve with fresh bread.",https://cookpad.com/eng/recipes/22551672?ref=search&search_term=saudi+arabia
Thai-style steamed fish Style,Baby Pak Koi; Trout; Ginger; Lime; Red Chilli; Soy Sauce; Garlic Clove,"step 1
Nestle the fish fillets side by side on a large square of foil and scatter the ginger, garlic, chilli and lime zest over them. Drizzle the lime juice on top and then scatter the pieces of pak choi around and on top of the fish. Pour the soy sauce over the pak choi and loosely seal the foil to make a package, making sure you leave space at the top for the steam to circulate as the fish cooks.

step 2
Steam for 15 minutes. (If you haven’t got a steamer, put the parcel on a heatproof plate over a pan of gently simmering water, cover with a lid and steam.)",https://www.bbcgoodfood.com/recipes/thai-style-steamed-fish
Teriyaki Chicken Casserole Homemade,minced garlic; stir-fry vegetables; chicken breasts; ground ginger; water; soy sauce; cornstarch; brown rice; brown sugar,"Preheat oven to 350° F. Spray a 9x13-inch baking pan with non-stick spray.
Combine soy sauce, ½ cup water, brown sugar, ginger and garlic in a small saucepan and cover. Bring to a boil over medium heat. Remove lid and cook for one minute once boiling.
Meanwhile, stir together the corn starch and 2 tablespoons of water in a separate dish until smooth. Once sauce is boiling, add mixture to the saucepan and stir to combine. Cook until the sauce starts to thicken then remove from heat.
Place the chicken breasts in the prepared pan. Pour one cup of the sauce over top of chicken. Place chicken in oven and bake 35 minutes or until cooked through. Remove from oven and shred chicken in the dish using two forks.
*Meanwhile, steam or cook the vegetables according to package directions.
Add the cooked vegetables and rice to the casserole dish with the chicken. Add most of the remaining sauce, reserving a bit to drizzle over the top when serving. Gently toss everything together in the casserole dish until combined. Return to oven and cook 15 minutes. Remove from oven and let stand 5 minutes before serving. Drizzle each serving with remaining sauce. Enjoy!",
Jamaican Instant Pot Rice and Beans Style,Olive Oil; Garlic; Black Pepper; Onion; Thyme; Allspice; Water; Rice; Salt; Coconut Milk; Kidney Beans; Spring Onions,"Instructions
 
Set Instant Pot to ""Sauté.
"" Once Hot, add olive oil.
 Then add yellow onion and stir until softened, about 3 minutes.
 Add garlic and green onions and stir for about 30 more seconds.

Press “Cancel” on the Instant Pot.
 Add rice, coconut milk, water, salt, allspice, and black pepper and stir.

Pour undrained kidney beans on top of the rice mixture.
 Do not stir.
 Lay sprigs of thyme on top.
 Cover the Instant Pot, ensuring the valve is set to “Sealing.
”
Press “Manual” or “Pressure Cook” on the Instant Pot and set for High pressure for 6 minutes.

Once the pressure cooking time is done, allow it to natural release for 10 minutes, then quick release any remaining pressure by moving valve to ""Venting""
Open lid and remove thyme sprigs.
 Fluff rice with fork and Enjoy!

Stove Top Instructions
Heat olive oil in a large pot over medium heat.
 Add yellow onion and stir until softened, about 3 minutes.
 Add garlic and green onions and stir for about 30 more seconds.

Add rice, undrained kidney beans, coconut milk, water, salt, allspice, and black pepper and stir until combined.
 Lay thyme on top.
 Bring mixture to a simmer.

Cover with a lid and reduce heat to low.
 Allow to cook for 18 minutes over low heat, then remove from heat.
 Leave the lid on for an additional 5 minutes.

Open the lid and remove the thyme.
 Fluff rice with fork.
 Enjoy.
",https://www.myforkinglife.com/jamaican-instant-pot-rice-and-beans/#recipe
Silken Tofu with Sesame Soy Sauce Style,Scallions; Chinese Sesame Sauce; Silken Tofu; Sesame Seed; Soy Sauce,"Prepare the tofu: 
Drain the tofu and gently remove it from its packaging onto a large plate.
 Carefully slice the tofu into 1/2-inch slabs widthwise.
 With the palm of your hands, gently push the sliced tofu sidewise so that they fan out over the plate.


Garnish with toppings and serve:
Drizzle the soy sauce and sesame sauce on top.
 Then garnish it with scallions and sesame seeds, and serve.


Tightly cover leftovers and refrigerate for up to 2 days.
 You can enjoy it cold straight out of the fridge or you can reheat it by microwaving in 30-second increments until warmed through",https://www.simplyrecipes.com/silken-tofu-with-sesame-soy-sauce-recipe-6979877
Khobz el Dar (Algerian Semolina Bread) Homemade,Sugar; Yeast; Egg; Sesame Seed; Salt; Egg; Water; Vegetable Oil; Semolina Flour; All purpose flour; Semolina Flour; All purpose flour; Milk,"Mix 1/2 cup plus 2 tablespoons semolina, 2 tablespoons sesame seeds, sugar, yeast, and salt together in a large bowl.
 Whisk in oil, egg, and egg white.
 Stir in warm milk slowly until a liquid dough forms.


Cover the bowl with a plate or plastic wrap; let stand at room temperature until frothy, about 1 hour.


Stir in 2 3/4 cups flour with a wooden spoon until a sticky dough forms.
 Cover again and allow to rest for 30 minutes.


Line a baking sheet with parchment paper or a baking mat.


Sprinkle 1 tablespoon flour over the dough and your hands.
 Mix dough, adding flour as needed, 1 tablespoon at a time, until it pulls away from the sides of the bowl.
 Shape into a round loaf and place on the prepared baking sheet.
 Cover loosely with a towel and let rise for 1 hour in a warm place until loaf doubles in volume.


Preheat oven to 400 degrees F (200 degrees C).


Beat egg yolk and water in a bowl with a fork; brush over the entire surface of the loaf.
 Sprinkle 1 tablespoon sesame seeds on top.


Bake in the preheated oven until loaf is golden brown, about 20 to 25 minutes.
",https://www.allrecipes.com/recipe/258887/khobz-el-dar-algerian-semolina-bread/
Easy Ugali – Kenyan cornmeal,White Cornmeal; Water,"Bring the water to a boil in a medium saucepan.

Reduce the heat to low, and stirring constantly with a whisk, slowly add the cornmeal to the boiling water.
 The ugali will begin to thicken quite quickly.

Continue cooking on low heat, stirring constantly with a sturdy wooden spoon, until the ugali begins to pull away from the sides of the pan, hold together, and takes on the aroma of roasted corn.
 Turn it out immediately onto a serving plate.
 If you would like, using a spoon or spatula, quickly shape it into a thick disk or round.

The ugali will continue to firm as it cools and will be thick enough to cut with a knife (similar to firm polenta).
",https://tasteoftheplace.com/ugali-kenyan-cornmeal/
Seafood fideuà Homemade,Saffron; Fish Stock; Olive Oil; Tomatoes; Monkfish; Prawns; Garlic; Baby Squid; Paprika; Vermicelli Pasta; Mussels; Lemon; Parsley; Onions,"Boil the kettle. Empty the mussels into a colander and run under cold water. Throw away any with broken shells. Pick through the shells, tapping each one on the side of the sink – they should be closed or should slowly close when tapped – if they stay open, throw them away. If any of the shells still have barnacles or stringy beards attached, pull them off with a cutlery knife and rinse the shells well. Keep in the colander, covered with a cold, damp cloth, until you’re ready to cook. Peel the prawn shells on the body section only – leave the heads and tails intact. Score down the backs and pull out any gritty entrails. Chill until you’re ready to cook.
Put the saffron in a small cup, cover with 50ml kettle-hot water and set aside for 10 mins. If using vermicelli, put in a bowl and crush to little pieces (about 1cm long) with your hands.
Heat the oil in a large frying pan with at least a 3cm lip, or a 40cm paella pan. Add the onion and stir around the pan for 5 mins until soft. Add the garlic and cook for 1 min more, then tip in the vermicelli and cook for 5 mins, stirring from time to time, until the vermicelli is toasted brown. Stir in the paprika.
Keeping the heat moderate, stir through the monkfish, squid and saffron with its water, seasoning well. Spread the ingredients out in an even layer, then pour over the hot stock and scatter the tomatoes on top. Bring to a simmer, then cover the whole dish with a tight-fitting lid (or foil). Turn the heat to medium and cook for 6 mins.
Uncover and stir to incorporate the dry top layer of pasta. Push the mussels into the pasta so the hinges are buried in the bottom of the dish, and they stand straight up. Arrange the prawns on top, cover tightly and cook for another 6 mins or until the mussels are open, the prawns are pink and the pasta is cooked through. Leave to simmer for another 2-3 mins to cook off most of the remaining liquid (leave a little in the pan to prevent the pasta from sticking together). Allow to sit for 2-3 mins, then squeeze over the lemon juice and arrange the wedges on top. Scatter with parsley before serving.",https://www.bbcgoodfood.com/recipes/seafood-fideua-paella
Choripán Style,Crusty Bread; Chimichurri sauce; Chorizo,"Grill the Chorizos: Cook the chorizos on a grill or pan until fully cooked, about 10-15 minutes.

Prepare the Rolls: Slice the rolls and toast them lightly on the grill or in a pan.

Assemble: Slice each chorizo lengthwise and place in a roll.
 Top with a generous amount of chimichurri sauce.

Serve: Enjoy immediately while hot.

Pro Tips:

Grill the chorizo slowly on medium heat to prevent the skin from bursting and to ensure it cooks evenly throughout.

Toast the bread on the grill to absorb some of the chorizo's flavors.
",https://www.munchery.com/blog/the-ten-iconic-dishes-of-argentina-and-how-to-cook-them-at-home/
Turkish lamb pilau Homemade,Pine Nuts; Mint; Basmati Rice; Onion; Olive Oil; Cinnamon; Dried Apricots; Lamb; Lamb Stock,"step 1
Dry-fry the pine nuts or almonds in a large pan until lightly toasted, then tip onto a plate.
 Add the oil to the pan, then fry the onion and cinnamon together until starting to turn golden.
 Turn up the heat, stir in the lamb, fry until the meat changes colour, then tip in the rice and cook for 1 min, stirring all the time.


step 2
Pour in 500ml boiling water, crumble in the stock cube, add the apricots, then season to taste.
 Turn the heat down, cover and simmer for 12 mins until the rice is tender and the stock has been absorbed.
 Toss in the pine nuts and mint and serve.
",https://www.bbcgoodfood.com/recipes/turkish-lamb-pilau
Molasses Baked Beans,Onion; Salt; Cider Vinegar; Mustard; Brown Sugar; Molasses; Bacon; Dried White Navy Beans; Pepper,"Place the dried beans into a Dutch oven with 6 cups (1.
5 L) of water.
 Soak overnight.

Drain and pour beans back into the pot with enough water to cover the beans by a couple of inches, cook for 30 minutes until they are tender but still firm.
 Drain beans, making sure to reserve cooking liquid, set aside.

Preheat the oven to 325 °F (160 °C).
 While the oven is preheating, cook pork over medium-high heat in the Dutch Oven until fat is rendered and pork is beginning to brown, then add the onion cooking until tender.

Add the beans back to the pot, along with molasses, brown sugar, apple cider vinegar, ground mustard, salt and pepper and 3 cups (750 mL) of reserved bean water.

Bake uncovered for 3 to 5 hours until the beans are tender, and the sauce has thickened, and the edges of the pot get sticky.

(Note: if beans get dry, add another cup of water.
)",https://canadianfoodfocus.org/recipes/classic-canadian-dishes-molasses-baked-beans/
Flapper Pie Recipe,Sugar; Melted Butter; Egg Yolks; Cream Of Tartar; Ground Cinnamon; Salt; Cornstarch; Vanilla Extract; Graham Cracker Crumbs; Milk; Sugar; Sugar; Egg White,"Preheat the oven to 350˚F.
Mix all the crust ingredients (graham cracker crumbs, melted butter, granulated sugar and ground cinnamon) in a medium bowl. Set aside about 2 Tbsp (30 mL) for later and press the mixture into a 9-inch deep-dish pie plate in the bottom and up the sides. Bake crust for 10 minutes, it will only brown slightly.
Combine the vanilla custard filling ingredients (milk, granulated sugar, cornstarch, egg yolks, vanilla extract and salt together) and cook on medium heat, stirring constantly, until it bubbles and thickens to the texture of pudding. Set aside to cool while you make the meringue topping.
In the bowl of a stand mixer fitted with the beater attachment or in a large bowl using an electric mixer beat the meringue ingredients (egg whites, granulated sugar, cream of tartar) together until it holds stiff and glossy peaks.
To assemble the pie, pour the filling into the crust and top with a thick layer of the meringue, making little spikes that will brown on top. Sprinkle the reserved crumb over the top and place it into the preheated oven.
Bake until the meringue browns, around 10 minutes, making sure to watch it carefully.
Chill in the fridge and eat within a few hours of baking. This pie is best eaten the same day as the meringue will soften and liquify.",https://canadianfoodfocus.org/recipes/classic-canadian-dish-flapper-pie/
Šúĺlance s Makom Homemade,Potatoes; Powdered Sugar; Ground Poppy seeds; Semolina; Butter; Salt; All purpose flour,"1.
 Prepare the Potatoes

Boil the potatoes with their skins on until tender.

Let them cool completely (preferably overnight), then peel and mash them finely.

2.
 Make the Dough

In a bowl, combine mashed potatoes, flour, semolina, and salt.

Knead the mixture until you get a smooth, non-sticky dough.

3.
 Shape the Šúĺlance

Divide the dough into portions and roll each into a thin rope (about 1.
5 cm in diameter).

Cut into 3 cm-long pieces and roll between your palms to shape small dumplings.

4.
 Cook the Dumplings

Bring a pot of salted water to a boil.

Drop in the dumplings in batches and cook until they float to the surface (about 2-3 minutes).

Drain and transfer to a bowl.

5.
 Prepare the Topping

In a separate bowl, mix ground poppy seeds and powdered sugar.

Melt the butter and keep it ready.

6.
 Assemble the Dish

Drizzle the cooked dumplings with melted butter.

Toss them in the poppy seed-sugar mixture until evenly coated.

7.
 Serve and Enjoy

Serve warm, optionally with a dusting of extra powdered sugar or a drizzle of honey.
",https://www.slovakia-foods.co.uk/blog/post/sullance-s-makom-recipe-how-to-make-authentic-slovak-sweet-poppy-seed-rolls.html
Arroz con gambas y calamar Recipe,Olive Oil; Squid; Tomato Puree; Paella Rice; Raw King Prawns; White Wine; Saffron; Bay Leaf; Onion; Seafood stock,"step 1
Peel and devein most of the prawns (a fishmonger should be able to do this for you), keeping a few whole for decoration, if you like. Heat the olive oil in a large frying pan or shallow flameproof casserole over a medium-low heat and fry the onion for 5 mins until softened. Add the bay leaf, saffron, rice and tomato purée, and cook for 1-2 mins more, stirring.

step 2
Pour in the wine and bubble for 1-2 mins, then pour in the seafood stock and 150ml water. Cook for 5 mins, then add the squid, season well and stir to combine. Bring to the boil, then cover and reduce the heat to a gentle simmer. Cook for 12 mins more, adding a little more water if the mixture starts to look dry.

step 3
Uncover the pan and stir through the peeled prawns, then arrange any whole prawns on top of the rice mixture. Cover again and simmer for a further 5-6 mins until the prawns are pink and cooked through. Leave to stand for a couple of minutes before serving from the pan.",https://www.bbcgoodfood.com/recipes/arroz-con-gambas-y-calamar
Rye bread,Caraway Seed; Salt; Honey; Rye; Strong white bread flour; Yeast,"step 1
Tip the flours, yeast and salt into a bowl. In a jug, mix the honey with 250ml warm water, pour the liquid into the bowl and mix to form a dough. Rye flour can be quite dry and absorbs lots of water, if the dough looks too dry add more warm water until you have a soft dough Tip out onto your work surface and knead for 10 mins until smooth. Rye contains less gluten than white flour so the dough will not feel as springy as a conventional white loaf.

step 2
Place the dough in a well oiled bowl, cover with cling film and leave to rise in a warm place for 1-2 hrs, or until roughly doubled in size. Dust a 2lb/900g loaf tin with flour.

step 3
Tip the dough back onto your work surface and knead briefly to knock out any air bubbles. If using caraway seeds work these in to the dough. Shape into a smooth oval loaf and pop into your tin. Cover the tin with oiled cling film and leave to rise somewhere warm for a further 1 – 1.5 hr, or until doubled in size.

step 4
Heat oven to 220C/200C fan/gas 7. Remove the cling film and dust the surface of the loaf with rye flour. Slash a few incisions on an angle then bake for 30 mins until dark brown and hollow sounding when tapped. Transfer to a wire cooling rack and leave to cool for at least 20 mins before serving",https://www.bbcgoodfood.com/recipes/rye-bread
Brown Stew Chicken,Thyme; Onions; Coconut Milk; Vegetable Oil; Soy Sauce; Red Pepper; Lime; Cornstarch; Carrots; Allspice; Tomato; Chicken; Garlic Clove,"Squeeze lime over chicken and rub well. Drain off excess lime juice.
Combine tomato, scallion, onion, garlic, pepper, thyme, pimento and soy sauce in a large bowl with the chicken pieces. Cover and marinate at least one hour.
Heat oil in a dutch pot or large saucepan. Shake off the seasonings as you remove each piece of chicken from the marinade. Reserve the marinade for sauce.
Lightly brown the chicken a few pieces at a time in very hot oil. Place browned chicken pieces on a plate to rest while you brown the remaining pieces.
Drain off excess oil and return the chicken to the pan. Pour the marinade over the chicken and add the carrots. Stir and cook over medium heat for 10 minutes.
Mix flour and coconut milk and add to stew, stirring constantly. Turn heat down to minimum and cook another 20 minutes or until tender.",http://www.geniuskitchen.com/recipe/authentic-jamaican-brown-stew-chicken-347996
Baked salmon with fennel & tomatoes,Fennel; Parsley; Olive Oil; Salmon; Lemon; Cherry Tomatoes; Black Olives,"Heat oven to 180C/fan 160C/gas 4. Trim the fronds from the fennel and set aside. Cut the fennel bulbs in half, then cut each half into 3 wedges. Cook in boiling salted water for 10 mins, then drain well. Chop the fennel fronds roughly, then mix with the parsley and lemon zest.

Spread the drained fennel over a shallow ovenproof dish, then add the tomatoes. Drizzle with olive oil, then bake for 10 mins. Nestle the salmon among the veg, sprinkle with lemon juice, then bake 15 mins more until the fish is just cooked. Scatter over the parsley and serve.",https://www.bbcgoodfood.com/recipes/7745/baked-salmon-with-fennel-and-tomatoes
Tom yum (hot & sour) soup with prawns Homemade,Coriander; Lemongrass; Galangal; Lime juice; Chicken Stock; makrut lime leaves; King Prawns; Fish Sauce; Green Chilli,"step 1
Bring the stock to a boil in a medium-sized saucepan. Add the lemongrass, galangal, coriander roots and lime leaves, then simmer for 2 mins.

step 2
Add the prawns, fish sauce, chillies and lime juice, then return to the boil. Taste and adjust the seasoning with either more lime juice or fish sauce, then garnish with coriander leaves and serve.",https://www.bbcgoodfood.com/recipes/tom-yum-hot-sour-soup-prawns
Chicken Mandi Homemade,Water; Bay Leaf; Turmeric Powder; Garlic; Cloves; Chicken; Oil; Basmati Rice; Salt; Cinnamon; Green Chilli; Cardamom; Onion; Pepper; Coriander,"1.
 Clean and cut the chicken; marinate briefly with salt, turmeric and a little oil.

2.
 Rinse and soak basmati rice 20–30 minutes.

3.
 In a large pot, heat ghee/oil.
 Fry chopped onion until golden.
 Add minced garlic and green chillies and fry 1–2 min.

4.
 Add whole spices (cardamom, cloves, cinnamon, bay leaves) and ground spices (coriander, cumin).
 Stir until fragrant.

5.
 Add chicken pieces, brown lightly and add enough water/chicken stock to cover.
 Simmer until chicken is nearly cooked.

6.
 Remove chicken; measure remaining liquid and add soaked rice.
 Bring to a boil, then reduce heat, cover and cook rice until almost done.

7.
 Return the chicken to the rice pot on top, cover tightly and steam on low for 10–15 min so flavors meld.

8.
 (Optional) For authentic smoky aroma: heat a small charcoal until red hot, place it on a small foil cup in the centre of the pot, add a tsp of butter/oil on the coal then cover immediately to trap smoke for 5–10 minutes.
 Remove coal.

9.
 Garnish with fried onions, chopped coriander and serve with chutney or raita.

",
Polish chocolate & walnut cake Homemade,Double Cream; Egg White; Plain Flour; Walnuts; Egg; Caster Sugar; Potato Starch; Plain Flour; Coco Sugar; Caster Sugar; Chocolate Chips,"Heat the oven to 170C/150C fan/gas 3½.
 Line a 30 x 22cm shallow baking tin with baking parchment.
 Sift the flour and mix it with cocoa, then set aside.
 Beat the egg whites until stiff, then add the sugar to them in small batches.
 Add the egg yolks, one by one, whisking constantly.
 Tip in the flour mixture and gently fold everything together with a spatula.
 Pour the prepared batter into the lined tin and bake for 35 mins.
 Cool for 5 mins, remove from the tin and re-line the tin with baking parchment.


step 2
To make the meringue, whisk the whites until stiff, then gradually whisk in the sugar, one tablespoon at a time.
 When you have a stiff and shiny meringue, fold in the finely chopped walnuts, flour and startch.
 Spread the mixture into the re-lined tin and cook for 40 mins on the same heat.
 Remove from the oven and leave to cool.


step 3
For the chocolate glaze, heat the cream over low heat, then remove from the heat, pour the chopped chocolate into it and mix it until it melts and becomes shiny.


step 4
Cut the cooled chocolate sponge cake and meringue into two layers.
 Put the nut meringue on top of the bottom layer of sponge and sprinkle on some of the reserved walnuts.
 Add another layer of meringue and then the upper layer of chocolate sponge cake and cover the top with chocolate glaze.
 Decorate with walnuts.
 Put the finished cake in the fridge for 1-2 hrs before serving.
",https://www.bbcgoodfood.com/recipes/polish-chocolate-cake
Apam balik Recipe,Oil; Baking Powder; Eggs; Salt; Peanut Butter; Flour; Sugar; Milk; Unsalted Butter,"Mix milk, oil and egg together. Sift flour, baking powder and salt into the mixture. Stir well until all ingredients are combined evenly.

Spread some batter onto the pan. Spread a thin layer of batter to the side of the pan. Cover the pan for 30-60 seconds until small air bubbles appear.

Add butter, cream corn, crushed peanuts and sugar onto the pancake. Fold the pancake into half once the bottom surface is browned.

Cut into wedges and best eaten when it is warm.",https://www.nyonyacooking.com/recipes/apam-balik~SJ5WuvsDf9WQ
Torta de fiambre Recipe,All purpose flour; Vegetable Oil; Baking Powder; Cheddar Cheese; Ham; Dried Oregano; Egg; Milk; Salt,"Line the bottom of a springform of 20-2cm (8-9inches) with parchment paper, I usually leave some overhang as the batter is very liquid and may spill a bit. Preheat oven to 220 degrees Celsius.

2
Grate the cheese and take out the ham.

3
Mix all remaining ingredients in a large bowl for about one to two minutes.

4
Pour half the batter into the prepared pan, it is going to be very liquid. Then place ham and cheese on top and pour the remaining batter on top.

5
Bake for about 20-25 minutes or until top is golden. Wait for a few minutes before releasing from the pan and enjoy either hot or cold with some fresh herbs.",https://jennyisbaking.com/2020/12/30/klassische-torta-de-fiambre-aus-uruguay/#recipe
Lamb Tagine,Parsley; Butternut Squash; Saffron; Lamb Leg; Apricot; Ginger; Garlic; Vegetable Stock Cube; Honey; Couscous; Olive Oil; Cinnamon; Onion; Cumin; Carrots,"Heat the olive oil in a heavy-based pan and add the onion and carrot. Cook for 3- 4 mins until softened.

Add the diced lamb and brown all over. Stir in the garlic and all the spices and cook for a few mins more or until the aromas are released.

Add the honey and apricots, crumble in the stock cube and pour over roughly 500ml boiling water or enough to cover the meat. Give it a good stir and bring to the boil. Turn down to a simmer, put the lid on and cook for 1 hour.

Remove the lid and cook for a further 30 mins, then stir in the squash. Cook for 20 – 30 mins more until the squash is soft and the lamb is tender. Serve alongside rice or couscous and sprinkle with parsley and pine nuts, if using.",https://www.bbcgoodfood.com/recipes/2303638/family-meals-easy-lamb-tagine-
Eccles Cakes,Currants; Sugar; Lemon; Butter; Eggs; Mixed Peel; Allspice; Lemon; Cinnamon; Plain Flour; Butter; Muscovado Sugar; Ginger,"To make the pastry, dice the butter and put it in the freezer to go really hard. Tip flour into the bowl of a food processor with half the butter and pulse to the texture of breadcrumbs. Pour in the lemon juice and 100ml iced water, and pulse to a dough. Tip in the rest of the butter and pulse a few times until the dough is heavily flecked with butter. It is important that you don’t overdo this as the flecks of butter are what makes the pastry flaky.
On a floured surface roll the pastry out to a neat rectangle about 20 x 30cm. Fold the two ends of the pastry into the middle (See picture 1), then fold in half (pic 2). Roll the pastry out again and refold the same way 3 more times resting the pastry for at least 15 mins each time between roll and fold, then leave to rest in the fridge for at least 30 mins before using.
To make the filling, melt the butter in a large saucepan. Take it off the heat and stir in all the other ingredients until completely mixed, then set aside.
To make the cakes, roll the pastry out until it’s just a little thicker than a £1 coin and cut out 8 rounds about 12cm across. Re-roll the trimming if needed. Place a good heaped tablespoon of mixture in the middle of each round, brush the edges of the rounds with water, then gather the pastry around the filling and squeeze it together (pic 3). Flip them over so the smooth top is upwards and pat them into a smooth round. Flatten each round with a rolling pin to an oval until the fruit just starts to poke through, then place on a baking tray. Cut 2 little slits in each Eccles cakes, brush generously with egg white and sprinkle with the sugar (pic 4).
Heat the oven to 220C/200C fan/gas 8. Bake the Eccles cakes for 15-20 mins until just past golden brown and sticky. Leave to cool on a rack and enjoy while still warm or cold with a cup of tea. If you prefer, Eccles cakes also go really well served with a wedge of hard, tangy British cheese such as Lancashire or cheddar.",https://www.bbcgoodfood.com/recipes/786659/eccles-cakes
Vietnamese caramel trout Recipe,Rainbow Trout; Bok Choi; Rice; Lemon; Red Chilli; Coriander; Ginger; Golden Caster Sugar; Fish Sauce,"step 1
Put the sugar in a large shallow pan, along with a small splash of water. Heat gently, swirling the pan, until the sugar has dissolved. Increase the heat and bubble the syrup until it turns a dark amber colour. Add the fish sauce, most of the chilli and ginger, then splash in 1 tbsp water to dilute. Boil again until syrupy, then add the fish fillets, skin-side down, and the bok choi, cut-side down.

step 2
Cover the pan with a lid and simmer for 4-5 mins until the fish is cooked and the bok choi has wilted. Turn off the heat, squeeze over the lemon and scatter with the remaining chilli, ginger and the coriander sprigs. Serve with rice.",https://www.bbcgoodfood.com/recipes/vietnamese-caramel-trout
Venezuelan Arepas,Cornmeal; Vegetable Oil; Water; Salt,"Preheat oven to 410° F.
Pour the water into a large bowl. Make sure it is room temperature.
Add the salt. Blend well with a mixer, fork or spatula to make sure it dissolves well.
While you continue to beat the mixture, slowly add the corn meal—a little bit at a time.
Once all the flour is added, keep mixing until the corn meal, water and salt are thoroughly blended and dissolved.
Set aside the masa in its bowl. Let it rest for 5 minutes so that the flour is thoroughly hydrated. This type of corn flour does not have any gluten, so it doesn’t need to be kneaded. The masa should be smooth, firm yet malleable.
While waiting for the 5 minutes’ rest, heat your budare (or comal, griddle, cast-iron pan or non-stick pan) over medium heat. Coat with a little bit of the oil.
Fill a small bowl with water to wet your hands to make the arepas.
Take about 2 Tbsp of the masa in your damp hands. The masa should fit easily in your palm so that it is easy to shape into a small ball.

Cross your hands, so that one is on top of the other, with the masa ball between them. Rotate your right hand in a circle, so that you are at the same time both pressing the masa into a flat disc and keeping its round shape.
arepa making
The last step in shaping your arepa is to quickly pass and lightly press the masa disc from one hand to the other until it is about ¾ of an inch thick and 4 inches wide. Smooth the edges with your fingertips (quickly dip them into the water bowl first) so that they stay as round as possible and without cracks.
arepa making
Place your arepas in batches on the preheated surface of your budare griddle or nonstick pan. Let each side turn golden, about 4 to 5 minutes per side. Check them often so that they don’t burn.
Once they are nicely browned on both sides, place the arepas on a baking sheet in your preheated oven for 10 minutes. They should be somewhat puffy, so that if you tap an arepa lightly on top, it will sound like you are tapping an empty box.
Serve arepas hot, whether you stuff with them with your choice of fillings or serve solo to accompany your favorite Venezuelan guiso or stew.",https://familiakitchen.com/how-to-make-arepas/
